 ,Label,Area,Angle,Length
54,JXVQ-Head.jpg:1665-2474,0.062,-113.289,11.811
55,JXVQ-Head.jpg:1887-1289,0.015,153.020,2.911
56,JXVQ-Head.jpg:0722-1782,0.015,-18.138,2.879
57,LAZJ-Head.jpg:1727-2852,0.121,-18.534,23.001
58,LAZJ-Head.jpg:1827-2844,0.061,-110.302,11.601
59,LAZJ-Head.jpg:2126-1745,0.016,156.801,2.994
60,LAZJ-Head.jpg:0881-2220,0.016,158.030,2.984
61,LLJC-Head.jpg:1500-2565,0.141,178.258,26.899
62,LLJC-Head.jpg:1506-2339,0.069,-93.764,13.173
63,LLJC-Head.jpg:2108-0980,0.017,173.114,3.278
64,LLJC-Head.jpg:0675-1113,0.017,178.866,3.177
65,LRSS-Head.jpg:1641-2655,0.115,-12.101,21.902
66,LRSS-Head.jpg:1563-2645,0.060,-104.651,11.376
67,LRSS-Head.jpg:1149-3729,0.014,-18.869,2.625
68,LRSS-Head.jpg:2412-3357,0.014,-8.130,2.668
69,LUXM-Head.jpg:1709-2417,0.067,-107.764,12.729
70,LUXM-Head.jpg:2081-2276,0.044,-17.617,8.364
71,LUXM-Head.jpg:1244-2007,0.015,71.264,2.839
72,LUXM-Head.jpg:1611-3033,0.014,71.565,2.685
73,MJSX-Head.jpg:1731-2796,0.069,-77.636,13.070
74,MJSX-Head.jpg:2049-2766,0.043,10.047,8.112
75,MJSX-Head.jpg:1475-2271,0.013,101.813,2.458
76,MJSX-Head.jpg:1322-3200,0.011,96.248,2.167
77,MUVY-Head.jpg:1896-2589,0.136,-17.776,25.956
78,MUVY-Head.jpg:1907-2505,0.066,73.663,12.633
79,MUVY-Head.jpg:2336-1286,0.017,172.273,3.158
80,MUVY-Head.jpg:0986-1689,0.016,157.925,3.054
81,NRDG-Head.jpg:1766-2943,0.082,-79.995,15.567
82,NRDG-Head.jpg:1991-3036,0.046,15.371,8.838
83,NRDG-Head.jpg:1326-2399,0.013,104.547,2.567
84,NRDG-Head.jpg:1098-3417,0.013,102.836,2.548
85,ONAU-Head.jpg:1761-2684,0.059,-18.761,11.342
86,ONAU-Head.jpg:1896-2976,0.037,69.236,7.096
87,ONAU-Head.jpg:2168-2210,0.012,154.983,2.342
88,ONAU-Head.jpg:1250-2567,0.012,159.582,2.298
89,PIKP-Head.jpg:1598-2549,0.135,-23.346,25.671
90,PIKP-Head.jpg:1692-2652,0.067,-112.011,12.753
91,PIKP-Head.jpg:1479-3980,0.016,-26.699,3.010
92,PIKP-Head.jpg:2732-3450,0.016,-22.932,3.107
93,PTRO-Head.jpg:1745-2631,0.062,0.536,11.761
94,PTRO-Head.jpg:1730-3047,0.039,91.095,7.407
95,PTRO-Head.jpg:2234-2412,0.014,176.897,2.614
96,PTRO-Head.jpg:1227-2396,0.013,-176.446,2.536
97,PZMO-Head.jpg:1688-2838,0.075,-69.039,14.329
98,PZMO-Head.jpg:1509-2682,0.042,24.649,7.992
99,PZMO-Head.jpg:2004-3425,0.012,-67.557,2.348
100,PZMO-Head.jpg:2402-2531,0.013,-64.618,2.384
101,QDVU-Head.jpg:1746-2520,0.064,-23.451,12.169
102,QDVU-Head.jpg:1938-2790,0.042,-115.657,7.989
103,QDVU-Head.jpg:2127-1979,0.012,153.947,2.363
104,QDVU-Head.jpg:1202-2430,0.012,152.337,2.201
105,QRKY-Head.jpg:1700-2322,0.061,-17.730,11.720
106,QRKY-Head.jpg:1820-2673,0.041,73.135,7.804
107,QRKY-Head.jpg:2103-1886,0.014,163.202,2.611
108,QRKY-Head.jpg:1160-2177,0.014,163.334,2.577
109,QSRM-Head.jpg:1958-2615,0.120,-14.486,22.816
110,QSRM-Head.jpg:1967-2564,0.059,-105.101,11.286
111,QSRM-Head.jpg:2310-1511,0.015,168.245,2.778
112,QSRM-Head.jpg:1130-1814,0.015,165.885,2.772
113,RDRL-Head.jpg:1991-2379,0.092,-3.146,17.479
114,RDRL-Head.jpg:1988-2468,0.049,-92.015,9.393
115,RDRL-Head.jpg:2486-1679,0.015,175.156,2.793
116,RDRL-Head.jpg:1370-1742,0.014,176.952,2.661
117,SEVZ-Head.jpg:1652-2621,0.072,-23.250,13.742
118,SEVZ-Head.jpg:1814-2966,0.047,-111.971,8.867
119,SEVZ-Head.jpg:2090-2066,0.015,153.853,2.890
120,SEVZ-Head.jpg:1016-2496,0.014,160.213,2.740
121,SMVB-Head.jpg:1832-2408,0.094,11.133,17.996
122,SMVB-Head.jpg:1772-2249,0.050,-76.991,9.569
123,SMVB-Head.jpg:1220-2958,0.015,5.960,2.877
124,SMVB-Head.jpg:2319-3146,0.014,12.454,2.625
125,SMXT-Head.jpg:1592-2357,0.064,2.149,12.163
126,SMXT-Head.jpg:1581-2696,0.041,-87.605,7.900
127,SMXT-Head.jpg:2067-1910,0.012,176.055,2.285
128,SMXT-Head.jpg:1101-1907,0.012,-173.788,2.325
129,TKSH-Head.jpg:1628-2801,0.112,-16.228,21.436
130,TKSH-Head.jpg:1749-2793,0.059,-107.421,11.239
131,TKSH-Head.jpg:2045-1701,0.017,165.271,3.154
132,TKSH-Head.jpg:0852-2099,0.016,161.472,3.068
133,UKOQ-Head.jpg:1890-2717,0.141,-26.909,26.960
134,UKOQ-Head.jpg:1911-2579,0.068,-115.004,12.908
135,UKOQ-Head.jpg:2055-1251,0.017,161.211,3.222
136,UKOQ-Head.jpg:0834-1890,0.016,144.189,3.063
137,UNBX-Head.jpg:1721-2501,0.086,5.782,16.388
138,UNBX-Head.jpg:1649-2708,0.048,-83.009,9.172
139,UNBX-Head.jpg:2300-2006,0.014,-175.653,2.696
140,UNBX-Head.jpg:1205-1890,0.014,-170.206,2.681
141,UQVJ-Head.jpg:1713-2492,0.105,4.147,20.005
142,UQVJ-Head.jpg:1728-2510,0.054,-87.831,10.385
143,UQVJ-Head.jpg:2358-1715,0.014,177.967,2.659
144,UQVJ-Head.jpg:1229-1671,0.013,-176.820,2.551
145,UWVR-Head.jpg:1482-2711,0.066,-73.907,12.535
146,UWVR-Head.jpg:1185-2637,0.041,15.977,7.883
147,UWVR-Head.jpg:1811-3332,0.013,-77.433,2.529
148,UWVR-Head.jpg:2076-2343,0.013,-74.876,2.411
149,UYSP-Head.jpg:1931-2643,0.139,-26.626,26.488
150,UYSP-Head.jpg:1952-2541,0.066,-115.703,12.616
151,UYSP-Head.jpg:2138-1265,0.018,157.479,3.489
152,UYSP-Head.jpg:0887-1902,0.017,154.171,3.284
153,VFPH-Head.jpg:1959-2453,0.127,-20.901,24.152
154,VFPH-Head.jpg:1961-2444,0.065,-111.977,12.394
155,VFPH-Head.jpg:2310-1241,0.017,157.882,3.174
156,VFPH-Head.jpg:1040-1784,0.016,160.641,3.083
157,WHVM-Head.jpg:1482-2663,0.132,-34.725,25.118
158,WHVM-Head.jpg:1584-2733,0.064,-123.486,12.254
159,WHVM-Head.jpg:1635-3878,0.016,-31.529,3.007
160,WHVM-Head.jpg:2694-3188,0.016,-31.218,3.034
161,WJST-Head.jpg:1587-2760,0.066,-90.864,12.517
162,WJST-Head.jpg:2028-2721,0.041,-0.693,7.799
163,WJST-Head.jpg:1271-2172,0.015,86.289,2.915
164,WJST-Head.jpg:1328-3276,0.014,93.270,2.756
165,WWFJ-Head.jpg:1958-2273,0.081,-55.253,15.366
166,WWFJ-Head.jpg:2172-2387,0.046,35.952,8.838
167,WWFJ-Head.jpg:1860-1517,0.012,128.243,2.362
168,WWFJ-Head.jpg:1296-2415,0.012,126.085,2.296
169,XQBJ-Head.jpg:1763-2613,0.133,-27.966,25.314
170,XQBJ-Head.jpg:1841-2568,0.067,-117.798,12.744
171,XQBJ-Head.jpg:2039-1251,0.016,157.292,3.136
172,XQBJ-Head.jpg:0822-1919,0.016,156.915,3.128
173,XWCJ-Head.jpg:1728-2672,0.084,8.233,16.030
174,XWCJ-Head.jpg:1746-2867,0.045,-85.288,8.614
175,XWCJ-Head.jpg:2333-2181,0.013,-179.628,2.421
176,XWCJ-Head.jpg:1265-2084,0.012,-168.840,2.356
177,YNZS-Head.jpg:1653-2537,0.072,-72.999,13.712
178,YNZS-Head.jpg:1296-2397,0.045,20.605,8.668
179,YNZS-Head.jpg:1914-3155,0.015,-73.113,2.761
180,YNZS-Head.jpg:2282-2073,0.014,-69.484,2.602
181,YRUH-Head.jpg:1937-2339,0.067,-22.288,12.728
182,YRUH-Head.jpg:2051-2715,0.042,-110.884,8.027
183,YRUH-Head.jpg:2328-1865,0.014,157.300,2.608
184,YRUH-Head.jpg:1323-2246,0.013,161.903,2.531
185,YZUH-Head.jpg:1457-2441,0.079,-16.085,15.038
186,YZUH-Head.jpg:1556-2586,0.043,-108.889,8.159
187,YZUH-Head.jpg:1809-1685,0.013,159.574,2.433
188,YZUH-Head.jpg:0882-2007,0.012,167.800,2.381
189,ZFXN-Head.jpg:1712-2847,0.108,-14.185,20.596
190,ZFXN-Head.jpg:1820-2823,0.056,-104.219,10.754
191,ZFXN-Head.jpg:2246-1824,0.014,169.665,2.717
192,ZFXN-Head.jpg:1121-2114,0.014,167.881,2.621
